,id,title,description,imdb_rating
577,577,Halloween of Horror,"The Simpsons are proud to be the most festively decorated house on the block. But when Lisa is traumatized at Krustyland Horror Night, she feels she cannot handle Halloween anymore.    ",7.5
578,578,Treehouse of Horror XXVI,"After killing Bart, Sideshow Bob doesn't know what to do with himself; Homer wakes up with short-term memory loss; Because of radiation, Lisa, Bart and Milhouse gain super-powers.    ",6.5
579,579,Friend with Benefit,"Lisa makes a new friend at school - Harper, who happens to be super-rich, while Homer makes friends with Harper's dad and sets out to continue living the good life when Lisa decides to end the friendship.    ",6.6
580,580,Lisa with an 'S',Broadway legend Laney Fontaine transforms Lisa into a show-biz kid after Homer loses her chance at band camp.    ,5.9
581,581,Paths of Glory,"Lisa tries to restore the reputation of a forgotten Springfield female inventor, while Bart takes full advantage of a diagnosis that he is a sociopath.    ",6.7
582,582,Barthood,"A tale of Bart's journey from youth to adulthood, where he is constantly in search of approval from his father and in the shadow of his more-successful younger sister.    ",8.4
583,583,The Girl Code,"When Homer loses his job due to Marge's social media post, he begins working as a dishwasher at a Greek restaurant. Meanwhile, Lisa creates an app that can predict the effect any post on social media will have.    ",6.5
584,584,Teenage Mutant Milk-Caused Hurdles,"Bart and Principal Skinner battle over the affection of Bart's new teacher, and a new milk-based product that Homer buys from the Kwik-E-Mart causes big changes in Bart and Lisa.    ",6.5
585,585,Much Apu About Something,"Apu's nephew makes big changes when he takes over the Kwik-E-Mart business, and Bart decides that he's through with being bad after his latest prank spirals out of control.    ",6.5
586,586,Love Is in the N2-O2-Ar-CO2-Ne-He-CH4,"Professor Frink's new invention turns him into a ladies' man, while a new pill at the Springfield Retirement Castle causes Grandpa to hallucinate back to his happiest moments.    ",6.3
587,587,Gal of Constant Sorrow,"Lisa tries to launch the career of a homeless Appalachian folk singer, but Bart warns her that she will just let her down. Meanwhile, Homer tries to rescue the cat, who is trapped in the walls of the house.    ",6.4
588,588,Lisa the Veterinarian,"Lisa takes a job as veterinarian's assistant, but soon lets the responsibilities of the job get to her head. Meanwhile, Marge decides to take a job as a crime scene cleaner.    ",6.3
589,589,The Marge-ian Chronicles,"Lisa signs up for an opportunity to be part of a mission to colonize Mars in ten years, and Homer's strategy to use reverse psychology to talk her out of it backfires.    ",7.0
590,590,The Burns Cage,"Homer tries to raise Smithers' spirits by finding him a man, and Lisa gets the lead in the school production of ""Casablanca"" alongside a new male student, sparking Millhouse's jealousy.    ",6.3
591,591,How Lisa Got Her Marge Back,"After Lisa overhears Marge say that she doesn't like Lisa's jazz music, Marge takes Lisa on a trip to Capitol City to regain her friendship. Meanwhile, Bart uses Maggie as his new partner in crime for his practical jokes.    ",6.2
592,592,Fland Canyon,"Maggie will not go to sleep, so Homer tells her a bedtime story about when the Simpsons and the Flanders went to the Grand Canyon together.    ",7.1
593,593,To Courier with Love,"After promising Marge the trip of a lifetime, Homer makes a deal with a travel agent to be a courier of a top-secret briefcase in exchange for a discounted family vacation to Paris.    ",6.6
594,594,Simprovised,"While trying to overcome a fear of public speaking, Homer creates an improv comedy troupe; Marge rebuilds Bart's treehouse.    ",6.2
595,595,Orange Is the New Yellow,"Marge lets Bart go to the park alone because he's too irritating, then she ends up getting arrested for leaving him unsupervised.    ",6.6
596,596,Monty Burns' Fleeing Circus,Mr. Burns puts on a variety show at the Springfield Bowl.    ,6.1
597,597,Friends and Family,Homer finds a new friend in a woman who acts just like him when Mr. Burns hires the other Simpsons as his live-in virtual reality family.    ,6.6
598,598,The Town,"Homer takes the family on a ""hate-cation"" to Boston after he catches Bart rooting for a rival football team.    ",7.0
599,599,Treehouse of Horror XXVII,"The children of Springfield fight to the death, Hunger Games style; Lisa's imaginary friend kills her real friends; Moe recruits Bart into his group of covert barfly agents.    ",6.8
600,600,Trust but Clarify,Bart and Lisa investigate Krusty's new candy; Marge helps Homer dress for a promotion; Kent Brockman struggles with the changing media world.    ,6.3
601,601,There Will Be Buds,"Homer coaches the kids' lacrosse team with Kirk Van Houten, who disappears before the championship game, after Homer rants about him being a loser.    ",6.6
602,602,Havana Wild Weekend,The Simpsons go to Cuba to get Grampa cheap medical care when the Retirement Castle and V.A. hospital are unable to solve his health problems.    ,6.2
603,603,Dad Behavior,"Homer discovers an app that makes his life easier, while Grampa learns that he'll be a father again.    ",6.5
604,604,The Last Traction Hero,"Homer is placed in a cast following a workplace accident, leading Marge to receive romance from an unexpected source; Lisa attempts to keep the peace as bus monitor.    ",6.3
605,605,The Nightmare After Krustmas,Krusty and his daughter spend Christmas with the Simpsons; Reverend Lovejoy seeks converts to boost attendance at church; A Christmas toy scares Maggie.    ,5.9
606,606,Pork and Burns,"A Japanese book on minimalism inspires Marge to adapt to a new way of living, so the Simpsons have to part with items that no longer bring them joy.    ",6.7
607,607,"The Great Phatsby"" (Vol. I & Vol. II) ","Mr Burns tries to relive his glory days, and crosses paths with a mysterious music mogul.    ",6.1
608,608,Fatzcarraldo,"When all the fast food restaurants in Springfield become healthy, Homer turns to the last bastion of greasy food for comfort; Lisa must find a good news story when her school radio station is in jeopardy.    ",6.3
609,609,The Cad and the Hat,Bart ruins Lisa's perfect day out of jealousy and becomes haunted by the manifestation of his guilty conscious. Homer is revealed to be a master chess player which helps him bond with his competitive dad.    ,6.4
610,610,Kamp Krustier,"Bart and Lisa return home following a traumatic incident at Kamp Krusty, putting an end to Homer and Marge's sexual encounters.    ",6.5
611,611,22 for 30,"A mocumentary about how Bart became a star basketball player at Springfield Elementary only to fall prey to fame, his own ego and the schemes of mobster Fat Tony.    ",6.5
612,612,A Father's Watch,"As Homer and Marge try a different parenting style on the hellraising Bart, Grampa gives him a special watch that becomes Bart's moral center. But Bart loses it and tries everything to get it back.    ",6.7
613,613,The Caper Chase,"Mr. Burns opens his own for-profit university, hiring the completely unqualified Homer as a professor, only to lose him to a mad scientist.    ",6.1
614,614,Looking for Mr. Goodbart,Bart bonds with Skinner's mother over their mutual dislike of Skinner and realizes that he could make a bundle by befriending other lonely and disgruntled grandmothers of Springfield for money.    ,6.8
615,615,Moho House,Mr. Burns makes a bet with his old friend that nothing can break Homer and Marge apart. But that's where Moe comes in.    ,6.1
616,616,Dogtown,"After a successful animal rights campaign, all dogs in Springfield are allowed to go where they want and do what they want. Pack mentality quickly kicks in and the dogs of Springfield assert their dominance by threatening the people.    ",6.4
617,617,The Serfsons,"In a medieval world, Lisa is forced to use illegal magic when Marge's mother is turned into an Ice Walker.    ",6.8
618,618,Springfield Splendor,"Lisa's sad experience is adapted into a graphic novel, which becomes a Broadway show.    ",6.6
619,619,Whistler's Father,Homer launches Maggie's baby-celebrity career with her whistling talent; Marge is hired to style Fat Tony's brothel.    ,6.1
620,620,Treehouse of Horror XXVIII,Maggie gets possessed by a demon; Lisa discovers a creepy/perfect version of her family in an alternative universe; Homer cannibalizes himself.    ,7.1
621,621,Grampy Can Ya Hear Me,Grampa gets a hearing aid and finally hears what everyone has been saying about him.    ,6.4
622,622,The Old Blue Mayor She Ain't What She Used to Be,Marge runs for mayor and uses Homer as the butt of her jokes to gain public support.    ,6.3
623,623,Singin' in the Lane,Homer gets his old bowling team back together and they wind up competing with arrogant millionaires.    ,6.4
624,624,Mr. Lisa's Opus,"In the future, Lisa writes a college application essay to Harvard and recalls disappointing past birthdays that helped shape her.    ",6.8
625,625,Gone Boy,"When Bart goes missing, the town puts together a search party to find him.    ",7.2
626,626,Haw-Haw Land,Lisa falls for a crooning jazz pianist named Brendan; Bart discovers he has an affinity for chemistry.    ,6.5
627,627,Frink Gets Testy,Mr. Burns builds a doomsday ark after he believes the world is ending; Professor Frink is tasked with determining who is worth saving.    ,6.2
628,628,Homer Is Where the Art Isn't,Homer is accused of stealing a multimillion-dollar painting and only freelance insurance investigator Manacek can prove his innocence or guilt.    ,6.7
629,629,3 Scenes Plus a Tag from a Marriage,Homer and Marge tell the story of how they went from loving life without kids to being miserable parents.    ,6.6
630,630,Fears of a Clown,Bart goes to prankster rehab after a clown-mask prank terrifies the town and ruins Krusty's career causing him to give up comedy and try serious drama.    ,6.0
631,631,No Good Read Goes Unpunished,Marge forces everyone to give up their electronics and go to the book store in an effort to bring the family together.    ,6.3
632,632,King Leer,Homer and Marge attempt to reunite Moe with his troubled family.    ,6.3
633,633,Lisa Gets the Blues,"The Simpsons' flight to Gainesville gets re-routed to New Orleans, where Lisa must regain her confidence as a jazz musician.    ",6.7
634,634,Forgive and Regret,"On his deathbed, Grampa makes a confession to Homer about the notes from Homer's mother that got lost when she left. This angers Homer to the point of refusing to reconcile with Abe after he miraculously recovers.    ",7.0
635,635,Left Behind,Homer gets Flanders a job at the power plant; Marge feels there's no spark left in their marriage.    ,6.6
636,636,Throw Grampa from the Dane,The Simpsons go to Denmark so Grampa can benefit from its free health-care system.    ,6.7
637,637,Flanders' Ladder,"When Bart falls into a coma after he is struck by lightning, he is visited by ghosts seeking closure.    ",7.6
638,638,Bart's Not Dead,"Bart ends up in the hospital after taking a dare and lies about going to heaven to cover it up, but Homer takes a deal with Christian producers to make a movie about it.    ",6.3
639,639,Heartbreak Hotel,Marge and Homer travel to a tropical island and go on Marge's favorite reality competition program to win a million dollars.    ,6.1
640,640,My Way or the Highway to Heaven,"While God and St. Peter discuss who will get into heaven, the citizens of Springfield recall divine encounters.    ",6.2
641,641,Treehouse of Horror XXIX,"Homer wins an oyster-eating contest against the mythical Cthulhu, Springfield is overrun by plant body-snatchers, Lisa finally snaps and Mr. Burns opens a retirement home with some Jurassic upgrades.    ",6.0
642,642,Baby You Can't Drive My Car,"A self-driving car company comes to Springfield, poaching all of the power plant employees with their fun work environment.    ",7.0
643,643,From Russia Without Love,"Bart, Nelson and Milhouse get a mail-order bride for Moe as a hardcore prank.    ",6.5
644,644,Werking Mom,"In search of a job, Marge gets one selling plastic food storage containers - as a drag queen; Lisa tries to make the world better.    ",5.8
645,645,Krusty the Clown,"Krusty hides out at a circus after he nearly kills Homer, who becomes a TV recapper and gives him a bad grade.    ",6.5
646,646,Daddicus Finch,"Bart feels neglected when Homer and Lisa bond over To Kill a Mockingbird and start spending quality time together, so Marge attempts to help Homer balance attention between the kids.    ",6.8
647,647,'Tis the 30th Season,"Marge is determined to fix Christmas following a failed Black Friday shopping spree, but Homer and the kids surprise her with a vacation in Florida.    ",6.7
648,648,Mad About the Toy,"Motivated by a PTSD episode Grampa had while babysitting the kids, the Simpsons take a journey to Grampa's past as a post-WW2 toy model for plastic army men, and Abe finally faces his on confused sexuality.    ",6.0
649,649,The Girl on the Bus,Lisa tries to live a double life when she makes a new friend and gets a taste of what it would be like to live with a more cultured family.    ,6.5
650,650,I'm Dancing as Fat as I Can,"Homer tries to make amends for binging his and Marge's favorite show without her; Bart prepares for ""Krusty's Holiday Trample"".    ",6.8
651,651,The Clown Stays in the Picture,"On Marc Maron's podcast, Krusty reveals the untold story of his past movie project, The Sands of Space. Hearing the podcast, Bart and Lisa learn their parents were production assistants on the movie in the early days of their relationship.    ",6.2
652,652,101 Mitigations,Homer steals Comic Book Guy's car and must either prove his innocence in court or reconcile with him.    ,6.4
653,653,I Want You (She's So Heavy),"When a romantic night ends in injury for Homer and Marge, Lisa turns to an unlikely source to fix their strained relationship.    ",5.8
654,654,E My Sports,Homer discovers a passion for coaching Bart in video game competitions; Lisa's plan to bring Homer back to reality creates chaos.    ,6.4
655,655,Bart vs. Itchy & Scratchy,"Bart's friends start a boys rights activist group to protest Krusty's all-female reboot of Itchy and Scratchy. When they catch Bart enjoying it, they kick him out, so he joins Bossy Riot, a militant feminist gang of sixth-grade girls.    ",5.0
656,656,Girl's in the Band,Homer works extra shifts at the plant so Lisa can play in the Capitol City Youth Philharmonic.    ,6.4
657,657,I'm Just a Girl Who Can't Say D'oh,"Marge becomes Director of Springfield's local theater, armed with Lisa's script resembling ""Hamilton""; Homer joins a baby class with Maggie, and takes a liking to supervisor Chloe.    ",5.6
658,658,D'oh Canada,Lisa is mistakenly given political asylum in Canada during a family trip to Niagara Falls.    ,5.8
659,659,Woo-Hoo Dunnit?,"The documentary crime series ""Dateline: Springfield"" goes in-depth to solve the case of Lisa's missing college fund.    ",6.2
660,660,Crystal Blue-Haired Persuasion,"Marge starts a business selling healing crystals and other New Age products to the naive mothers of Springfield when Homer's job cuts children's health-care benefits, leading Marge to use the crystals as a cheaper solution for Bart's ADD.    ",6.1
661,661,The Winter of Our Monetized Content,Bart and Homer become social media celebrities when a video of them fighting goes viral; Lisa fights the school's new industrialized detention system.    ,5.9
662,662,Go Big or Go Homer,"Homer inspires a 35-year-old millennial who idolizes him to start his own business, which leads the mob to chase both of them.    ",6.0
663,663,The Fat Blue Line,"When the wrong man is arrested for pickpocketing Springfield during the San Castellaneta street festival, Chief Wiggum sets out to catch the real criminal.    ",6.5
664,664,Treehouse of Horror XXX,"The 30th Treehouse of Horror features a demon Maggie, a mission to rescue Milhouse from another dimension, dead-Homer's spirit trying on some new bodies for size and Selma finally finding love in an unlikely place - the alien in the basement.    ",6.8
665,665,Gorillas on the Mast,"After visiting Aquatraz Water Park, Lisa and Bart set out to free from captivity the most vicious animals in Springfield. Homer fulfills a lifelong dream and buys a boat, only to realize how much boat ownership sucks.    ",6.2
666,666,Marge the Lumberjill,"Marge becomes a competitive lumberjack and goes on a month-long retreat to Portland with her trainer, whom Homer fears will take his wife away from him.    ",5.6
667,667,Livin La Pura Vida,"The Simpsons join other Springfield families on the Van Houtens' annual trip to Costa Rica, where Homer befriends Patty's new girlfriend and Lisa discovers how the Van Houtens are able to afford this trip every year.    ",6.5
668,668,Thanksgiving of Horror,"The Simpsons face various Thanksgiving nightmares, including the first Thanksgiving, an A.I. mishap and a dangerous space mission complicated by a sentient cranberry sauce.    ",7.3
669,669,"Todd, Todd, Why Hast Thou Forsaken Me?","Todd blames God for his mother's death and rejects his faith, so Ned sends him to live with the Simpsons, hoping they can scare him into believing in God again.    ",6.5
670,670,"Bobby, It's Cold Outside","Sideshow Bob gets the role of Santa Claus at Santa's Village amusement park. Meanwhile, someone is stealing all the Christmas packages off people's front porches.    ",6.5
671,671,Hail to the Teeth,Homer and Marge attend Artie Ziff's wedding and become quite uncomfortable when they realize that his bride-to-be is a clone of Marge.    ,6.0
672,672,The Miseducation of Lisa Simpson,"The sea captain finds treasure for which he's been searching for 40 years, but City Hall claims it since it was in city limits. Marge convinces the townspeople to use the windfall to build a STEM school. Homer crusades against automation.    ",6.5
673,673,Frinkcoin,"Professor Frink invents a cryptocurrency that makes him the richest man in Springfield, a title Mr. Burns has no intention of giving up.    ",6.0
674,674,Bart the Bad Guy,"Bart uses spoilers for a superhero movie he saw to get what he wants, but two movie executives will stop at nothing to keep his knowledge secret.    ",7.2
675,675,Screenless,"Marge implements a limit on screen time for the whole family, only to realize she's the one addicted to screens.    ",6.5
676,676,Better Off Ned,"Jealous of Bart's bond with Ned, Homer mentors Nelson in retaliation, but an act of heroism helps Homer to regain Bart's respect.    ",6.4
677,677,Highway to Well,Marge gets a job at an upscale cannabis dispensary leading Homer to open a competing business that replicates the scuzzy days of scoring weed from and old-school pot connection.    ,6.9
678,678,The Incredible Lightness of Being a Baby,"Maggie reunites with baby Hudson, but Marge isn't too crazy about his mom. Homer befriends Cletus Spuckler who recently discovered a vast underground reserve of helium gas on his property, attracting unwanted attention from Mr. Burns.    ",6.4
679,679,"Warrin' Priests"" (Parts One and Two) ",Reverend Lovejoy investigates the mysterious past of a new priest who's come to town and shaken things up at church.    ,6.1
680,680,The Hateful Eight-Year-Olds,"In Michigan, Reverend Lovejoy learns the true reason why Bode came to Springfield and the congregation must decide whether to banish their new priest.    ",5.8
681,681,The Way of the Dog,Lisa joins a group of rich girls when she makes a friend who loves horses; Homer takes Marge on a romantic cruise.    ,6.5
682,682,Undercover Burns,"Mr. Burns goes undercover at the power plant as an employee named Fred and befriends Homer and the gang, but a jealous Smithers plots to bring the old Burns back.    ",6.5
683,683,"I, Carumbus","At a museum exhibit of Ancient Rome, Marge and Homer imagine themselves in Rome where Homer is more ambitious.    ",6.8
684,684,"Now Museum, Now You Don't",Lisa stays home from school and fantasizes about the history of Western art.    ,5.8
685,685,Treehouse of Horror XXXI,"The 31st annual Simpsons Halloween special includes a frightening look at the 2020 election, parodies of Pixar and Spider-Man: Into the Spider-Verse and a ninth birthday Lisa just can't get over.    ",6.3
686,686,The 7 Beer Itch,Homer is tempted by a British femme fatale while Marge and the kids are on a seaside vacation.    ,5.7
687,687,Podcast News,"Grampa is accused of a crime, while Kent Brockman questions his career.    ",6.7
688,688,Three Dreams Denied,"Bart becomes a voice over actor, Comic Book Guy is humiliated at Comic-Con and Lisa is set up for a fall.    ",6.3
689,689,The Road to Cincinnati,Skinner and Chalmers take an 800-mile car ride to an administrator's convention in Cincinnati.    ,6.6
690,690,Sorry Not Sorry,"Lisa calls Ms. Hoover a hack and refuses to apologize, then learns her private pain.    ",6.3
691,691,A Springfield Summer Christmas for Christmas,A cable channel films a Christmas movie in Springfield and Skinner falls in love.    ,6.3
692,692,The Dad-Feelings Limited,The origin story of Comic Book Guy is revealed as he and Kumiko debate having a baby.    ,7.1
693,693,Diary Queen,"Bart learns a surprising secret when he finds Mrs. Krabappel's diary at a yard sale, while Lisa discovers an even bigger surprise.    ",6.9
694,694,Wad Goals,"Bart becomes a successful caddy, but Marge thinks it may ruin his character.    ",6.3
695,695,Yokel Hero,"Cletus becomes a singing sensation and ruins everything when he turns on his fans, while Homer becomes a new man.    ",5.6
696,696,Do Pizza Bots Dream of Electric Guitars,"Homer tries to reunite a mechanical band from his youth, but J.J. Abrams beats him to it.    ",5.9
697,697,Manger Things,A secret from Flanders' past and a never-before-seen room in the Simpson home are revealed.    ,6.4
698,698,Uncut Femmes,Sarah Wiggum is more than she seems; Marge participates in a jewel heist.    ,6.5
699,699,Burger Kings,"Mr. Burns joins the plant-based burger business, convincing Lisa that he's changed for the better.    ",6.7
700,700,Panic on the Streets of Springfield,Lisa's imaginary friend is a depressed British singer from the 1980s; Homer becomes a truck guy.    ,6.3
701,701,Mother and Child Reunion,"In the future, Lisa makes a shocking college decision that hurts Marge, leading to a surprising place.    ",6.7
702,702,The Man from G.R.A.M.P.A.,A British secret agent comes to Springfield to find a Russian spy.    ,6.3
703,703,The Last Barfighter,A secret society of bartenders seeks revenge on Homer and his friends when Moe breaks their most sacred rule.    ,7.4
704,704,The Star of the Backstage,"Marge stages a revival of a musical from high school, but her pleasant memories are threatened by the return of her old rival.    ",4.4
705,705,Bart's in Jail!,"When Grandpa falls victim to a phone scam, the Simpsons set out to get his money back.    ",7.0
706,706,Treehouse of Horror XXXII,"The 32nd annual Simpsons Halloween special includes a spoof of ""Parasite"" and a segment where Bambi gets his revenge.    ",6.7
707,707,The Wayz We Were,Moe is faced with a difficult choice when Evergreen Terrace develops a traffic problem.    ,6.8
708,708,Lisa's Belly,Lisa reacts to a hurtful word spoken by Marge while Bart gets swole.    ,6.8
709,709,"A Serious Flanders"" (Parts 1 & 2) ",Homer and Ned get sucked into the violent world of prestige TV when a ruthless debt collector comes to Springfield.    ,8.2
710,710,Portrait of a Lackey on Fire,Things go from bad to worse for Homer and Ned.    ,8.2
711,711,Mothers and Other Strangers,"Smithers finds true love with a famous fashion designer, but this new relationship may destroy Springfield.    ",6.2
712,712,A Made Maggie,"In a flashback to his teen years, Homer goes on a road trip with his father to search for his mother.    ",6.3
713,713,The Longest Marge,Fat Tony becomes Maggie's godfather.    ,6.9
714,714,Pixelated and Afraid,Marge battles Mr. Burns for the soul of a brash young football prodigy.    ,5.8
715,715,Boyz N the Highlands,Homer and Marge must push themselves to their limits when they get lost in an icy wilderness.    ,7.7
716,716,You Won't Believe What This Episode Is About – Act Three Will Shock You!,"Bart, Martin and the bullies run for their lives when a weekend in the wilderness takes a dark turn.    ",6.7
717,717,Bart the Cool Kid,Homer becomes a pariah when footage of him allegedly leaving Santa's Little Helper in a hot car goes viral.    ,6.5
718,718,Pretty Whittle Liar,Homer leads a rebellion of loser dads against the friendship between Bart and a famous kid influencer.    ,6.4
719,719,The Sound of Bleeding Gums,Cletus feels betrayed when he learns that Brandine can read.    ,6.2
720,720,My Octopus and a Teacher,Lisa meets the son of the late Bleeding Gums Murphy and tries to improve his life.    ,5.9
721,721,Girls Just Shauna Have Fun,Bart has romantic feelings for his new teacher; Lisa befriends an octopus.    ,6.6
722,722,Marge the Meanie,Lisa finds an unlikely mentor in Shauna Chalmers when she joins the high school marching band; Homer becomes a craft beer brewer.    ,6.6
723,723,Meat Is Murder,"Marge bonds with Bart when she discovers a secret from her past, terrifying Homer.    ",6.7
724,724,Poorhouse Rock,Grampa reconnects with an old associate in the hamburger business.    ,6.0
725,725,Habeas Tortoise,"After humiliating himself at a town meeting, Homer looks for acceptance in an internet group on the hunt for a missing tortoise and finds something much more sinister.    ",6.5
726,726,One Angry Lisa,"Lisa gets called for jury duty, while Marge becomes obsessed with her exercise bike.    ",6.3
727,727,Lisa the Boy Scout,The show is hijacked by cyber terrorists.    ,6.6
728,728,The King of Nice,"Marge gets a job as a segment producer on Krusty's new talk show, which she soon realizes is a never-ending nightmare.    ",6.5
729,729,Not It,"Young Homer and his friends are terrorized by a killer clown in a special Treehouse of Horror presentation spoofing Stephen King's ""It"".    ",7.5
730,730,Treehouse of Horror XXXIII,"In the 33rd annual Halloween special, Marge's resentment takes a monstrous form, Lisa tries to save the planet through murder, and Homer realizes that he's not the man he thought he was.    ",8.3
731,731,From Beer to Paternity,Homer and Duffman go on a road trip with Lisa that threatens to expose Homer's bad parenting after he becomes Duffman's girl-dad hero.    ,6.4
732,732,Step Brother from the Same Planet,Homer is filled with rage and resentment when Grampa becomes a stepfather to his girlfriend's son; Lisa and Bart throw the ultimate slumber party.    ,6.5
733,733,When Nelson Met Lisa,Lisa and Nelson become an unlikely couple in the future.    ,5.9
734,734,Game Done Changed,Bart ropes Principal Skinner into his scheme to make off a glitch in an online game; Marge and Maggie discover paradise.    ,6.6
735,735,Top Goon,Moe coaches Bart's hockey team and recruits the world's greatest brawlers to teach Nelson the art of hockey goonery.    ,6.8
736,736,My Life as a Vlog,The rise and fall of the Simpson Family Vlog is told through a series of recommended YouTube videos.    ,5.9
737,737,The Many Saints of Springfield,Ned goes into business with the Springfield mafia.    ,6.5
738,738,Carl Carlson Rides Again,Carl discovers the origins of a mysterious rodeo buckle tied to his identity when he's smitten with a beautiful black woman.    ,6.1
739,739,Bartless,Homer and Marge imagine a world where Bart isn't a Simpson after his latest prank causes chaos at Springfield Elementary.    ,6.7
740,740,Hostile Kirk Place,Kirk goes on a crusade to censor and control the school curriculum in response to a history lesson that paints one of his ancestors in a bad light and Homer comes along for fun and profit.    ,6.0
741,741,Pin Gal,Jacques returns to coach Marge for a bowling tournament.    ,6.4
742,742,Fan-ily Feud,Homer publicly disparages a pop singer and faces the wrath of her vengeful fans.    ,5.2
743,743,Write Off This Episode,Marge is seduced by the money and prestige of Big Charity fundraising when she and Lisa launch a charity together.    ,5.8
744,744,The Very Hungry Caterpillars,The Simpsons are forced to spend time with each other in lockdown when a plague of insects shuts down Springfield.    ,6.7
745,745,Clown V. Board of Education,"Krusty opens a school for clowning, which becomes the most successful thing he's ever done.    ",6.3
746,746,Homer's Adventures Through the Windshield Glass,"Time stands still for Homer when he flies through his windshield after crashing his car and as his life flashes before his eyes, a magical friend helps him uncover the truth about his marriage.    ",5.9
